sequence,label
"['1726408799214610725', '1726408799211718070', '1726408799211279575', '1726408799210159153', '1726408799204232459', '1726408799203415587', '1726408799200764571', '1726408799200395664', '1726408799199718388', '1726408799199313545']",normal
"['1726408799211718070', '1726408799211279575', '1726408799210159153', '1726408799204232459', '1726408799203415587', '1726408799200764571', '1726408799200395664', '1726408799199718388', '1726408799199313545', '1726408799199296610']",normal
"['1726408799211279575', '1726408799210159153', '1726408799204232459', '1726408799203415587', '1726408799200764571', '1726408799200395664', '1726408799199718388', '1726408799199313545', '1726408799199296610', '1726408799193608846']",normal
"['1726408799210159153', '1726408799204232459', '1726408799203415587', '1726408799200764571', '1726408799200395664', '1726408799199718388', '1726408799199313545', '1726408799199296610', '1726408799193608846', '1726408799193597361']",normal
"['1726408799204232459', '1726408799203415587', '1726408799200764571', '1726408799200395664', '1726408799199718388', '1726408799199313545', '1726408799199296610', '1726408799193608846', '1726408799193597361', '1726408799192686593']",normal
"['1726408799203415587', '1726408799200764571', '1726408799200395664', '1726408799199718388', '1726408799199313545', '1726408799199296610', '1726408799193608846', '1726408799193597361', '1726408799192686593', '1726408799189220676']",normal
"['1726408799200764571', '1726408799200395664', '1726408799199718388', '1726408799199313545', '1726408799199296610', '1726408799193608846', '1726408799193597361', '1726408799192686593', '1726408799189220676', '1726408799186939754']",normal
"['1726408799200395664', '1726408799199718388', '1726408799199313545', '1726408799199296610', '1726408799193608846', '1726408799193597361', '1726408799192686593', '1726408799189220676', '1726408799186939754', '1726408799186881353']",normal
"['1726408799199718388', '1726408799199313545', '1726408799199296610', '1726408799193608846', '1726408799193597361', '1726408799192686593', '1726408799189220676', '1726408799186939754', '1726408799186881353', '1726408799186860096']",normal
"['1726408799199313545', '1726408799199296610', '1726408799193608846', '1726408799193597361', '1726408799192686593', '1726408799189220676', '1726408799186939754', '1726408799186881353', '1726408799186860096', '1726408799140565983']",normal
"['1726408799199296610', '1726408799193608846', '1726408799193597361', '1726408799192686593', '1726408799189220676', '1726408799186939754', '1726408799186881353', '1726408799186860096', '1726408799140565983', '1726408799139986826']",normal
"['1726408799193608846', '1726408799193597361', '1726408799192686593', '1726408799189220676', '1726408799186939754', '1726408799186881353', '1726408799186860096', '1726408799140565983', '1726408799139986826', '1726408799129265786']",normal
"['1726408799193597361', '1726408799192686593', '1726408799189220676', '1726408799186939754', '1726408799186881353', '1726408799186860096', '1726408799140565983', '1726408799139986826', '1726408799129265786', '1726408799128789973']",normal
"['1726408799192686593', '1726408799189220676', '1726408799186939754', '1726408799186881353', '1726408799186860096', '1726408799140565983', '1726408799139986826', '1726408799129265786', '1726408799128789973', '1726408799127806683']",normal
"['1726408799189220676', '1726408799186939754', '1726408799186881353', '1726408799186860096', '1726408799140565983', '1726408799139986826', '1726408799129265786', '1726408799128789973', '1726408799127806683', '1726408799118215425']",normal
"['1726408799186939754', '1726408799186881353', '1726408799186860096', '1726408799140565983', '1726408799139986826', '1726408799129265786', '1726408799128789973', '1726408799127806683', '1726408799118215425', '1726408799118169997']",normal
"['1726408799186881353', '1726408799186860096', '1726408799140565983', '1726408799139986826', '1726408799129265786', '1726408799128789973', '1726408799127806683', '1726408799118215425', '1726408799118169997', '1726408799116129516']",normal
"['1726408799186860096', '1726408799140565983', '1726408799139986826', '1726408799129265786', '1726408799128789973', '1726408799127806683', '1726408799118215425', '1726408799118169997', '1726408799116129516', '1726408799115225386']",normal
"['1726408799140565983', '1726408799139986826', '1726408799129265786', '1726408799128789973', '1726408799127806683', '1726408799118215425', '1726408799118169997', '1726408799116129516', '1726408799115225386', '1726408799107501376']",normal
"['1726408799139986826', '1726408799129265786', '1726408799128789973', '1726408799127806683', '1726408799118215425', '1726408799118169997', '1726408799116129516', '1726408799115225386', '1726408799107501376', '1726408799106542154']",normal
"['1726408799129265786', '1726408799128789973', '1726408799127806683', '1726408799118215425', '1726408799118169997', '1726408799116129516', '1726408799115225386', '1726408799107501376', '1726408799106542154', '1726408799099578984']",normal
"['1726408799128789973', '1726408799127806683', '1726408799118215425', '1726408799118169997', '1726408799116129516', '1726408799115225386', '1726408799107501376', '1726408799106542154', '1726408799099578984', '1726408799098737315']",normal
"['1726408799127806683', '1726408799118215425', '1726408799118169997', '1726408799116129516', '1726408799115225386', '1726408799107501376', '1726408799106542154', '1726408799099578984', '1726408799098737315', '1726408799094280812']",normal
"['1726408799118215425', '1726408799118169997', '1726408799116129516', '1726408799115225386', '1726408799107501376', '1726408799106542154', '1726408799099578984', '1726408799098737315', '1726408799094280812', '1726408799091921528']",normal
"['1726408799118169997', '1726408799116129516', '1726408799115225386', '1726408799107501376', '1726408799106542154', '1726408799099578984', '1726408799098737315', '1726408799094280812', '1726408799091921528', '1726408799089724383']",normal
"['1726408799116129516', '1726408799115225386', '1726408799107501376', '1726408799106542154', '1726408799099578984', '1726408799098737315', '1726408799094280812', '1726408799091921528', '1726408799089724383', '1726408799040928133']",normal
"['1726408799115225386', '1726408799107501376', '1726408799106542154', '1726408799099578984', '1726408799098737315', '1726408799094280812', '1726408799091921528', '1726408799089724383', '1726408799040928133', '1726408799039882466']",normal
"['1726408799107501376', '1726408799106542154', '1726408799099578984', '1726408799098737315', '1726408799094280812', '1726408799091921528', '1726408799089724383', '1726408799040928133', '1726408799039882466', '1726408799036167066']",normal
"['1726408799106542154', '1726408799099578984', '1726408799098737315', '1726408799094280812', '1726408799091921528', '1726408799089724383', '1726408799040928133', '1726408799039882466', '1726408799036167066', '1726408799030275647']",normal
"['1726408799099578984', '1726408799098737315', '1726408799094280812', '1726408799091921528', '1726408799089724383', '1726408799040928133', '1726408799039882466', '1726408799036167066', '1726408799030275647', '1726408799023947601']",normal
"['1726408799098737315', '1726408799094280812', '1726408799091921528', '1726408799089724383', '1726408799040928133', '1726408799039882466', '1726408799036167066', '1726408799030275647', '1726408799023947601', '1726408799023706922']",normal
"['1726408799094280812', '1726408799091921528', '1726408799089724383', '1726408799040928133', '1726408799039882466', '1726408799036167066', '1726408799030275647', '1726408799023947601', '1726408799023706922', '1726408799021543296']",normal
"['1726408799091921528', '1726408799089724383', '1726408799040928133', '1726408799039882466', '1726408799036167066', '1726408799030275647', '1726408799023947601', '1726408799023706922', '1726408799021543296', '1726408799017866438']",normal
"['1726408799089724383', '1726408799040928133', '1726408799039882466', '1726408799036167066', '1726408799030275647', '1726408799023947601', '1726408799023706922', '1726408799021543296', '1726408799017866438', '1726408799012256843']",normal
"['1726408799040928133', '1726408799039882466', '1726408799036167066', '1726408799030275647', '1726408799023947601', '1726408799023706922', '1726408799021543296', '1726408799017866438', '1726408799012256843', '1726408799010322991']",normal
"['1726408799039882466', '1726408799036167066', '1726408799030275647', '1726408799023947601', '1726408799023706922', '1726408799021543296', '1726408799017866438', '1726408799012256843', '1726408799010322991', '1726408799008679594']",normal
"['1726408799036167066', '1726408799030275647', '1726408799023947601', '1726408799023706922', '1726408799021543296', '1726408799017866438', '1726408799012256843', '1726408799010322991', '1726408799008679594', '1726408799006464548']",normal
"['1726408799030275647', '1726408799023947601', '1726408799023706922', '1726408799021543296', '1726408799017866438', '1726408799012256843', '1726408799010322991', '1726408799008679594', '1726408799006464548', '1726408799005601051']",normal
"['1726408799023947601', '1726408799023706922', '1726408799021543296', '1726408799017866438', '1726408799012256843', '1726408799010322991', '1726408799008679594', '1726408799006464548', '1726408799005601051', '1726408798992243848']",normal
"['1726408799023706922', '1726408799021543296', '1726408799017866438', '1726408799012256843', '1726408799010322991', '1726408799008679594', '1726408799006464548', '1726408799005601051', '1726408798992243848', '1726408798991996760']",normal
"['1726408799021543296', '1726408799017866438', '1726408799012256843', '1726408799010322991', '1726408799008679594', '1726408799006464548', '1726408799005601051', '1726408798992243848', '1726408798991996760', '1726408798991985077']",normal
